41.8053 	INFO 	Loaded monitor calibration from ['2025_08_12 09:41']
41.8269 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
42.1813 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
42.1814 	INFO 	OpenGL version supported by driver is 4..
42.2746 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B8CA726B00>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B8CA726AA0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B8CA250880>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
42.2747 	EXP 	window1: backgroundImage = ''
42.2747 	EXP 	window1: backgroundFit = 'none'
42.6817 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
42.6817 	EXP 	window1: recordFrameIntervals = False
43.3274 	EXP 	window1: recordFrameIntervals = True
43.9553 	EXP 	Screen (0) actual frame rate measured at 122.75Hz
43.9554 	EXP 	window1: recordFrameIntervals = False
44.0135 	INFO 	keyboard.Keyboard is using ptb backend.
44.0136 	EXP 	StroopTask: status = STARTED
44.1085 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome!', units='height', win=Window(...), wrapWidth=1)
44.1151 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
44.1158 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
44.1229 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thankyou!!!!!', units='height', win=Window(...), wrapWidth=1)
0.0187 	EXP 	text_2: autoDraw = True
1.0089 	EXP 	Imported C:/Users/Kashish/Downloads/StroopTask.xlsx as conditions, 4 conditions, 4 params
1.0103 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'Word': 'BLUE', 'Color': 'blue', 'Stimulus_Condition': 'C', 'Correct_Response': 'b', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0242 	EXP 	text_2: autoDraw = False
1.0242 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
1.0242 	EXP 	text: height = np.float64(0.05)
1.0242 	EXP 	text: height = np.float64(0.05)
1.0242 	EXP 	text: height = np.float64(0.05)
1.0242 	EXP 	text: text = 'BLUE'
1.0242 	EXP 	fixation: autoDraw = True
1.4904 	INFO 	Keyboard events cleared
1.4903 	EXP 	fixation: autoDraw = False
1.4903 	EXP 	text: autoDraw = True
2.0849 	EXP 	Device response: <KeyPress from None: t=2.0715147000000798, value=b, duration=None>
2.0851 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'Word': 'RED', 'Color': 'red', 'Stimulus_Condition': 'C', 'Correct_Response': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
2.0884 	DATA 	Keypress: b
2.0926 	EXP 	fixation: autoDraw = False
2.0926 	EXP 	text: autoDraw = False
2.0926 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
2.0926 	EXP 	text: height = np.float64(0.05)
2.0926 	EXP 	text: height = np.float64(0.05)
2.0926 	EXP 	text: height = np.float64(0.05)
2.0926 	EXP 	text: text = 'RED'
2.0926 	EXP 	fixation: autoDraw = True
2.1763 	EXP 	Device response: <KeyPress from None: t=2.0715147000000798, value=b, duration=0.1038165999998455>
2.5796 	INFO 	Keyboard events cleared
2.5795 	EXP 	fixation: autoDraw = False
2.5795 	EXP 	text: autoDraw = True
3.1781 	EXP 	Device response: <KeyPress from None: t=3.1766112000004796, value=r, duration=None>
3.1783 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'Word': 'BLUE', 'Color': 'red', 'Stimulus_Condition': 'I', 'Correct_Response': 'r', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
3.1802 	DATA 	Keypress: r
3.1847 	EXP 	fixation: autoDraw = False
3.1847 	EXP 	text: autoDraw = False
3.1847 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
3.1847 	EXP 	text: height = np.float64(0.05)
3.1847 	EXP 	text: height = np.float64(0.05)
3.1847 	EXP 	text: height = np.float64(0.05)
3.1847 	EXP 	text: text = 'BLUE'
3.1847 	EXP 	fixation: autoDraw = True
3.2544 	EXP 	Device response: <KeyPress from None: t=3.1766112000004796, value=r, duration=0.07303419999971084>
3.6686 	INFO 	Keyboard events cleared
3.6685 	EXP 	fixation: autoDraw = False
3.6685 	EXP 	text: autoDraw = True
4.7936 	EXP 	Device response: <KeyPress from None: t=4.7900328000005175, value=r, duration=None>
4.7939 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'Word': 'RED', 'Color': 'blue', 'Stimulus_Condition': 'I', 'Correct_Response': 'b', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
4.7960 	DATA 	Keypress: r
4.8006 	EXP 	fixation: autoDraw = False
4.8006 	EXP 	text: autoDraw = False
4.8006 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
4.8006 	EXP 	text: height = np.float64(0.05)
4.8006 	EXP 	text: height = np.float64(0.05)
4.8006 	EXP 	text: height = np.float64(0.05)
4.8006 	EXP 	text: text = 'RED'
4.8006 	EXP 	fixation: autoDraw = True
4.8781 	EXP 	Device response: <KeyPress from None: t=4.7900328000005175, value=r, duration=0.08357929999965563>
5.2863 	INFO 	Keyboard events cleared
5.2862 	EXP 	fixation: autoDraw = False
5.2862 	EXP 	text: autoDraw = True
6.2472 	EXP 	Device response: <KeyPress from None: t=6.246607500000209, value=b, duration=None>
6.2475 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'Word': 'RED', 'Color': 'blue', 'Stimulus_Condition': 'I', 'Correct_Response': 'b', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
6.2490 	DATA 	Keypress: b
6.2553 	EXP 	fixation: autoDraw = False
6.2553 	EXP 	text: autoDraw = False
6.2553 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
6.2553 	EXP 	text: text = 'RED'
6.2553 	EXP 	fixation: autoDraw = True
6.3700 	EXP 	Device response: <KeyPress from None: t=6.246607500000209, value=b, duration=0.12235619999955816>
6.7448 	INFO 	Keyboard events cleared
6.7446 	EXP 	fixation: autoDraw = False
6.7446 	EXP 	text: autoDraw = True
7.4636 	DATA 	Keypress: b
7.4698 	EXP 	Device response: <KeyPress from None: t=7.463068099999873, value=b, duration=None>
7.4700 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'Word': 'BLUE', 'Color': 'red', 'Stimulus_Condition': 'I', 'Correct_Response': 'r', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
7.4763 	EXP 	fixation: autoDraw = False
7.4763 	EXP 	text: autoDraw = False
7.4763 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
7.4763 	EXP 	text: height = np.float64(0.05)
7.4763 	EXP 	text: height = np.float64(0.05)
7.4763 	EXP 	text: height = np.float64(0.05)
7.4763 	EXP 	text: text = 'BLUE'
7.4763 	EXP 	fixation: autoDraw = True
7.5779 	EXP 	Device response: <KeyPress from None: t=7.463068099999873, value=b, duration=0.10799760000008973>
7.9645 	INFO 	Keyboard events cleared
7.9644 	EXP 	fixation: autoDraw = False
7.9644 	EXP 	text: autoDraw = True
8.6211 	EXP 	Device response: <KeyPress from None: t=8.61840889999985, value=r, duration=None>
